Dim1	Dim2	id	tsne
-9.12724580675875	-3.39240603941701	TCGA-OR-A5L5-01A-11R-A29S-07	indegree
-9.10258307364515	-3.21581166028062	TCGA-OR-A5JL-01A-11R-A29S-07	indegree
-22.6364147959199	-33.1908709950723	TCGA-OR-A5KU-01A-11R-A29S-07	indegree
-10.8847354736374	-15.4876784026984	TCGA-OR-A5JW-01A-11R-A29S-07	indegree
-22.6650417602223	-34.1593387440418	TCGA-PK-A5HB-01A-11R-A29S-07	indegree
-23.8947951421152	-34.510050438528	TCGA-OR-A5JJ-01A-11R-A29S-07	indegree
-23.1148762230067	-33.8049325741132	TCGA-OR-A5K6-01A-11R-A29S-07	indegree
-21.4259882603866	-32.7279691996472	TCGA-OR-A5L4-01A-11R-A29S-07	indegree
-24.0945762675625	-33.7174722611366	TCGA-OR-A5J5-01A-11R-A29S-07	indegree
-9.03848591722562	-2.83060327828262	TCGA-PA-A5YG-01A-11R-A29S-07	indegree
-23.1644979441758	-33.9763665198673	TCGA-OR-A5JS-01A-11R-A29S-07	indegree
15.906708966892	19.5158810457126	TCGA-DK-A2I1-01A-11R-A180-07	indegree
3.92882064125012	20.359093911936	TCGA-XF-A9T2-01A-11R-A42T-07	indegree
16.5702578952486	17.8094573523686	TCGA-FD-A3SS-01A-12R-A22U-07	indegree
17.0911320345356	15.5298943606602	TCGA-BT-A3PK-01A-21R-A220-07	indegree
11.0747812176722	10.7045193727758	TCGA-FD-A5BX-01A-11R-A26T-07	indegree
10.221194347213	20.8036451219889	TCGA-DK-AA6P-01A-11R-A39I-07	indegree
12.6822513926231	19.4865809743171	TCGA-FD-A62O-01A-11R-A30C-07	indegree
12.2491103902705	19.7226973025305	TCGA-2F-A9KR-01A-11R-A38B-07	indegree
18.6051980933304	13.5648912128916	TCGA-ZF-AA53-01A-11R-A39I-07	indegree
13.5127342440395	23.1731928676736	TCGA-KQ-A41O-01A-12R-A352-07	indegree
-4.36276203762499	15.3869500732001	TCGA-E7-A519-01A-11R-A26T-07	indegree
18.7595754184204	15.1470450240443	TCGA-XF-A9T6-01A-11R-A42T-07	indegree
9.80792623528624	23.5249835954278	TCGA-CU-A3YL-01A-11R-A22U-07	indegree
25.17100228357	6.34260231935526	TCGA-FD-A3SO-01A-11R-A22U-07	indegree
10.4327295651419	7.58995882758517	TCGA-K4-A5RH-01A-11R-A30C-07	indegree
8.39965845999187	-17.0479105618302	TCGA-CU-A3KJ-01A-11R-A21D-07	indegree
28.5292896665446	-0.848083934710087	TCGA-C4-A0F7-01A-11R-A084-07	indegree
14.7315016167555	-7.99856803335617	TCGA-XF-AAN3-01A-11R-A42T-07	indegree
12.5337734541158	17.426972214761	TCGA-DK-A6B1-01A-12R-A30C-07	indegree
9.79505161417359	9.00279420664469	TCGA-ZF-AA54-01A-11R-A39I-07	indegree
12.9441956882929	17.2869216634677	TCGA-E7-A3X6-01A-12R-A22U-07	indegree
16.0571590440085	-7.93150966614921	TCGA-K4-AAQO-01A-11R-A38B-07	indegree
11.9446615129557	21.4103105018449	TCGA-ZF-A9R2-01A-11R-A39I-07	indegree
16.2654393330522	20.5563373453532	TCGA-XF-A8HF-01A-11R-A36F-07	indegree
22.3012410772542	9.48797966118497	TCGA-XF-AAN2-01A-11R-A42T-07	indegree
14.6954231928476	23.3615171176831	TCGA-KQ-A41N-01A-11R-A33J-07	indegree
15.4186268415564	21.0209668975079	TCGA-YC-A89H-01A-11R-A36F-07	indegree
18.9597296796892	15.1727058532535	TCGA-UY-A8OB-01A-12R-A42T-07	indegree
33.8347652127439	1.88393285750249	TCGA-DK-AA6Q-01A-11R-A39I-07	indegree
24.0494258147406	-0.733647883588309	TCGA-FD-A3B5-01A-11R-A20F-07	indegree
17.6268144219536	-11.2118142801246	TCGA-DK-A1A5-01A-11R-A13Y-07	indegree
18.6396163080041	13.7588930807932	TCGA-DK-AA6M-01A-11R-A39I-07	indegree
-9.44228552308015	-5.75912693041077	TCGA-FD-A43S-01A-21R-A23W-07	indegree
-9.41532706310039	-5.67937777833433	TCGA-S5-A6DX-01A-11R-A31N-07	indegree
15.1465987864763	17.97039460275	TCGA-E7-A541-01A-11R-A26T-07	indegree
15.1322488874648	16.8920443448738	TCGA-GU-AATP-01A-11R-A39I-07	indegree
15.1861248535162	18.9619511328855	TCGA-ZF-AA51-01A-21R-A39I-07	indegree
29.2571937946459	-1.19305054170252	TCGA-GU-A42Q-01A-11R-A23W-07	indegree
12.2375532686722	25.0959720303156	TCGA-CF-A8HY-01A-11R-A36F-07	indegree
14.9752433936997	16.7536510508268	TCGA-ZF-A9RC-01A-11R-A38B-07	indegree
15.3792113131661	-7.31918365285473	TCGA-FD-A3SR-01A-11R-A22U-07	indegree
16.7095369372235	20.332807054627	TCGA-GC-A6I3-01A-11R-A31N-07	indegree
15.491365903281	14.9963734680491	TCGA-GU-AATO-01A-11R-A39I-07	indegree
20.7702792879614	14.9988025710653	TCGA-4Z-AA7W-01A-11R-A39I-07	indegree
