class	entropy	silhouette	k	cancer	ID
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-VW-A7QS-01A-12R-A33Z-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-HT-7677-01A-11R-2256-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-8163-01A-11R-2256-07
3	0.00491305383770488	0.977396248139264	k_5	LGG	TCGA-S9-A6U0-01A-12R-A32Q-07
3	0.0726383094584383	0.970578827697753	k_5	LGG	TCGA-HT-A74O-01A-11R-A32Q-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-DU-6403-01A-11R-1708-07
4	0.00491305383770488	0.974488697576168	k_5	LGG	TCGA-S9-A6UB-01A-21R-A33Z-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-S9-A7J0-01A-11R-A34F-07
3	0.0259148602252162	0.976865117001094	k_5	LGG	TCGA-HT-7680-01A-11R-2256-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7605-01A-11R-2090-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-DU-7011-01A-11R-2027-07
5	0.0901063552871572	0.864467112454468	k_5	LGG	TCGA-DB-A75L-01A-11R-A32Q-07
5	0.0837200162483956	0.864809482730765	k_5	LGG	TCGA-TM-A84O-01A-11R-A36H-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-HT-7855-01A-11R-2403-07
4	0	0.974540272698922	k_5	LGG	TCGA-DU-7009-01A-11R-2027-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-DB-A64Q-01A-11R-A29R-07
3	0.304413548714508	0.774439492528128	k_5	LGG	TCGA-FG-A4MW-01A-11R-A26U-07
5	0.430892165857129	0.207420014746881	k_5	LGG	TCGA-TM-A84F-01A-11R-A36H-07
3	0.0633176520605594	0.971707062688996	k_5	LGG	TCGA-DU-5852-01A-11R-1708-07
4	0.367834241568339	0.586708455494573	k_5	LGG	TCGA-RY-A83Y-01A-11R-A36H-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-7015-01A-11R-2027-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7607-01A-11R-2090-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-DB-5280-01A-01R-1470-07
2	0.048677877908349	0.953549455734827	k_5	LGG	TCGA-HT-7473-01A-11R-2027-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-TQ-A7RI-01A-11R-A33Z-07
5	0.0599146444333829	0.862015343825964	k_5	LGG	TCGA-DB-A64O-01A-11R-A29R-07
5	0.0928906817928161	0.864691406787299	k_5	LGG	TCGA-FG-A711-01A-21R-A33Z-07
3	0.0259148602252162	0.976865117001094	k_5	LGG	TCGA-FG-A87Q-01A-11R-A36H-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-P5-A5EV-01A-11R-A27Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-QH-A6CY-01A-11R-A32Q-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-R8-A6YH-01A-21R-A32Q-07
5	0.0963172223019808	0.870119841893293	k_5	LGG	TCGA-TQ-A7RJ-01A-11R-A33Z-07
2	0	0.962368260227689	k_5	LGG	TCGA-TQ-A7RW-01A-11R-A33Z-07
2	0.333181526595286	0.789350305902922	k_5	LGG	TCGA-CS-6290-01A-11R-1708-07
5	0.422282981130482	0.2816274542548	k_5	LGG	TCGA-DB-A64V-01A-11R-A29R-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-HT-7616-01A-11R-2256-07
2	0	0.962368260227689	k_5	LGG	TCGA-HT-7479-01A-11R-2027-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-6405-01A-11R-1708-07
2	0	0.962368260227689	k_5	LGG	TCGA-S9-A6TU-01A-12R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-TM-A84G-01A-11R-A36H-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7856-01A-11R-2403-07
5	0.418909808581912	0.310460699036563	k_5	LGG	TCGA-HW-7493-01A-11R-2027-07
1	0	0.982794888685425	k_5	LGG	TCGA-HW-7489-01A-11R-2027-07
2	0.0162030686501959	0.960200416178475	k_5	LGG	TCGA-WY-A85D-01A-11R-A36H-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-7006-01A-11R-2027-07
2	0.00491305383770488	0.961914112980392	k_5	LGG	TCGA-S9-A6U8-01A-21R-A33Z-07
1	0	0.982794888685425	k_5	LGG	TCGA-DU-7309-01A-11R-2090-07
4	0.00491305383770488	0.974488697576168	k_5	LGG	TCGA-DH-5144-01A-01R-1470-07
4	0	0.974540272698922	k_5	LGG	TCGA-QH-A86X-01A-11R-A36H-07
1	0.0126894764354671	0.980208989945424	k_5	LGG	TCGA-QH-A6CZ-01A-11R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-A61A-01A-11R-A29R-07
3	0.06803335010567	0.970840951454199	k_5	LGG	TCGA-HT-A74H-01A-11R-A32Q-07
3	0	0.977561330359032	k_5	LGG	TCGA-S9-A7R7-01A-11R-A34R-07
4	0.155298970210364	0.90982911506503	k_5	LGG	TCGA-E1-5318-01A-01R-1470-07
3	0.0726383094584383	0.970578827697753	k_5	LGG	TCGA-VM-A8CF-01A-11R-A36H-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-S9-A7J2-01A-11R-A34F-07
5	0.325010768207858	0.709557428816399	k_5	LGG	TCGA-HT-7485-01A-11R-2027-07
2	0	0.962368260227689	k_5	LGG	TCGA-HT-8013-01A-11R-2403-07
5	0.0389773662843974	0.867011985337681	k_5	LGG	TCGA-VM-A8CA-01A-11R-A36H-07
4	0	0.974540272698922	k_5	LGG	TCGA-DB-A4XG-01A-11R-A27Q-07
5	0.0901063552871572	0.864467112454468	k_5	LGG	TCGA-E1-5305-01A-01R-1896-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7688-01A-11R-2256-07
2	0.225495557854928	0.848296169310465	k_5	LGG	TCGA-DU-A76O-01A-11R-A32Q-07
5	0.0560132962194103	0.8703985028099	k_5	LGG	TCGA-HT-7690-01A-11R-2256-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-6407-01A-13R-1708-07
3	0.00491305383770488	0.977396248139264	k_5	LGG	TCGA-P5-A72U-01A-31R-A32Q-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-A5TW-01A-11R-A28M-07
4	0	0.974540272698922	k_5	LGG	TCGA-TM-A84M-01A-11R-A36H-07
5	0.392276549175471	0.547372474656292	k_5	LGG	TCGA-HT-7601-01A-11R-2090-07
2	0	0.962368260227689	k_5	LGG	TCGA-WH-A86K-01A-11R-A36H-07
4	0	0.974540272698922	k_5	LGG	TCGA-HT-A5R9-01A-11R-A28M-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-5872-01A-11R-1708-07
3	0.0259148602252162	0.976865117001094	k_5	LGG	TCGA-CS-4941-01A-01R-1470-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-DU-7019-01A-11R-2027-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-TQ-A7RR-01A-21R-A34F-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-A7TA-01A-11R-A33Z-07
4	0.0783378923444562	0.952520031692841	k_5	LGG	TCGA-TM-A84J-01A-11R-A36H-07
1	0	0.982794888685425	k_5	LGG	TCGA-DB-A64L-01A-11R-A29R-07
3	0	0.977561330359032	k_5	LGG	TCGA-E1-A7YD-01A-11R-A34F-07
4	0	0.974540272698922	k_5	LGG	TCGA-S9-A7QY-01A-11R-A34F-07
1	0	0.982794888685425	k_5	LGG	TCGA-FG-5962-01B-11R-1896-07
5	0.422689185420819	0.280800044909346	k_5	LGG	TCGA-QH-A6X5-01A-12R-A32Q-07
5	0.384170275485908	0.518013500762356	k_5	LGG	TCGA-E1-A7Z3-01A-11R-A34R-07
5	0.0928906817928161	0.864691406787299	k_5	LGG	TCGA-RY-A843-01A-11R-A36H-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-8167-01A-11R-2256-07
3	0.0259148602252162	0.976865117001094	k_5	LGG	TCGA-HT-7691-01A-11R-2256-07
2	0.00491305383770488	0.961903716677419	k_5	LGG	TCGA-DU-6396-01A-11R-1708-07
1	0	0.982794888685425	k_5	LGG	TCGA-DU-A7TC-01A-21R-A34R-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-P5-A737-01A-11R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-EZ-7264-01A-11R-2027-07
4	0	0.974540272698922	k_5	LGG	TCGA-E1-A7YO-01A-11R-A34F-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-RY-A83X-01A-11R-A36H-07
2	0	0.962368260227689	k_5	LGG	TCGA-DH-A66D-01A-11R-A31N-07
1	0	0.982794888685425	k_5	LGG	TCGA-P5-A5F0-01A-11R-A28M-07
3	0.0656899448542919	0.971289878353303	k_5	LGG	TCGA-S9-A7R2-01A-21R-A34R-07
3	0.0656899448542919	0.971289878353303	k_5	LGG	TCGA-TQ-A7RP-01A-21R-A34F-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-DB-A64P-01A-11R-A29R-07
4	0.00491305383770488	0.974488697576168	k_5	LGG	TCGA-HW-8322-01A-11R-2404-07
3	0.0794678658520799	0.969394983490098	k_5	LGG	TCGA-HT-7686-01A-11R-2256-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-DB-A64U-01A-11R-A29R-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-8109-01A-11R-2404-07
5	0.392704615297617	0.49885722139481	k_5	LGG	TCGA-DU-8166-01A-11R-2256-07
2	0.00491305383770488	0.962044200295347	k_5	LGG	TCGA-FG-8185-01A-11R-2256-07
2	0.0319081300796658	0.956347038594898	k_5	LGG	TCGA-HW-7490-01A-11R-2027-07
4	0	0.974540272698922	k_5	LGG	TCGA-HW-A5KJ-01A-12R-A27Q-07
3	0.00491305383770488	0.977396248139264	k_5	LGG	TCGA-QH-A6CX-01A-11R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-S9-A6WH-01A-12R-A33Z-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-6406-01A-11R-1708-07
5	0.0941839392446928	0.871958852860666	k_5	LGG	TCGA-HT-A74J-01A-12R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-FG-7641-01B-11R-2256-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-P5-A72Z-01A-11R-A32Q-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-DU-A7TB-01A-11R-A33Z-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7874-01A-11R-2403-07
2	0	0.962368260227689	k_5	LGG	TCGA-TM-A84L-01A-11R-A36H-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-HT-8108-01A-11R-2404-07
2	0	0.962368260227689	k_5	LGG	TCGA-FG-8188-01A-11R-2256-07
5	0.0389773662843974	0.867011985337681	k_5	LGG	TCGA-E1-A7Z2-01A-21R-A34R-07
5	0.0837200162483956	0.864809482730765	k_5	LGG	TCGA-DB-A4XA-01A-11R-A26U-07
2	0.329729290959894	0.724188781907854	k_5	LGG	TCGA-DB-A75O-01A-11R-A32Q-07
3	0	0.977561330359032	k_5	LGG	TCGA-TM-A84C-01A-11R-A36H-07
1	0	0.982794888685425	k_5	LGG	TCGA-FG-A713-01A-11R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-8019-01A-21R-2404-07
5	0.0860517735740297	0.869267328781402	k_5	LGG	TCGA-S9-A7IZ-01A-11R-A34F-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-HW-8320-01A-11R-2404-07
4	0	0.974540272698922	k_5	LGG	TCGA-S9-A7R1-01A-12R-A34R-07
5	0.0858692750141139	0.871443041336552	k_5	LGG	TCGA-DB-5277-01A-01R-1470-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-TQ-A7RM-01A-11R-A33Z-07
5	0.0815494019294932	0.86545894982016	k_5	LGG	TCGA-FG-5964-01A-11R-1708-07
2	0.00896413260226766	0.961651953951564	k_5	LGG	TCGA-HW-A5KL-01A-11R-A27Q-07
2	0	0.962368260227689	k_5	LGG	TCGA-HT-7873-01B-11R-2403-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7610-01A-21R-2090-07
3	0.0726383094584383	0.970578827697753	k_5	LGG	TCGA-HT-A61C-01A-11R-A29R-07
5	0.0879978460272653	0.871428612989307	k_5	LGG	TCGA-E1-A7YU-01A-11R-A34R-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-8107-01A-13R-2404-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-R8-A6ML-01A-11R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-HW-7491-01A-11R-2027-07
4	0	0.974540272698922	k_5	LGG	TCGA-HT-8012-01A-11R-2403-07
5	0.500316469140745	0.393844003826208	k_5	LGG	TCGA-FG-7638-01B-12R-2090-07
2	0	0.962368260227689	k_5	LGG	TCGA-HT-7477-01B-11R-A28M-07
2	0	0.962368260227689	k_5	LGG	TCGA-IK-7675-01A-11R-2090-07
5	0.0901063552871572	0.864467112454468	k_5	LGG	TCGA-DB-A4XF-01A-11R-A27Q-07
1	0.252743288393858	0.827749975890119	k_5	LGG	TCGA-HT-7877-01A-11R-2403-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-FG-A4MT-01A-11R-A26U-07
4	0.0347957096836069	0.966457240081899	k_5	LGG	TCGA-HT-8105-01A-11R-2404-07
1	0	0.982794888685425	k_5	LGG	TCGA-DU-A6S2-01A-21R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-E1-5311-01A-01R-1470-07
2	0	0.962368260227689	k_5	LGG	TCGA-HT-7879-01A-11R-2403-07
3	0.0656899448542919	0.971289878353303	k_5	LGG	TCGA-HT-A617-01A-11R-A29R-07
1	0	0.982794888685425	k_5	LGG	TCGA-TM-A7CF-01A-11R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-DU-7292-01A-11R-2027-07
2	0	0.962368260227689	k_5	LGG	TCGA-FG-6691-01A-11R-1896-07
5	0.414000174488091	0.509450856935785	k_5	LGG	TCGA-HW-8319-01A-11R-2404-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-E1-5319-01A-01R-1896-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-7010-01A-11R-2027-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-S9-A89V-01A-11R-A36H-07
2	0	0.962368260227689	k_5	LGG	TCGA-DU-7306-01A-11R-2090-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-A616-01A-11R-A29R-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-A5TY-01A-11R-A28M-07
1	0	0.982794888685425	k_5	LGG	TCGA-HW-7487-01A-11R-2027-07
4	0	0.974540272698922	k_5	LGG	TCGA-DB-A64R-01A-11R-A29R-07
3	0.0259148602252162	0.976865117001094	k_5	LGG	TCGA-FG-6688-01A-11R-1896-07
2	0	0.962368260227689	k_5	LGG	TCGA-S9-A7IS-01A-11R-A34F-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-QH-A6X3-01A-21R-A32Q-07
5	0.096598859923742	0.870314129880648	k_5	LGG	TCGA-HT-7608-01A-11R-2090-07
2	0.390888099478251	0.512694468273726	k_5	LGG	TCGA-P5-A72X-01A-11R-A32Q-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-R8-A6MK-01A-11R-A32Q-07
5	0.37633304724837	0.577709687688685	k_5	LGG	TCGA-DB-5281-01A-01R-1470-07
2	0	0.962368260227689	k_5	LGG	TCGA-TQ-A7RH-01A-12R-A34F-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-5854-01A-11R-1708-07
3	0.0897795784883542	0.966137683771014	k_5	LGG	TCGA-S9-A6WG-01A-11R-A33Z-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-HT-7471-01A-11R-2256-07
4	0.386634255338177	0.522048366036294	k_5	LGG	TCGA-HT-7620-01A-11R-2256-07
2	0	0.962368260227689	k_5	LGG	TCGA-E1-A7YW-01A-11R-A34R-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-E1-A7YV-01A-11R-A34R-07
5	0.106316175425033	0.867405612794573	k_5	LGG	TCGA-QH-A6XA-01A-12R-A32Q-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-TQ-A8XE-01A-11R-A36H-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-VM-A8CE-01A-11R-A36H-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-P5-A730-01A-11R-A32Q-07
5	0.0963526299243197	0.860100332026168	k_5	LGG	TCGA-P5-A5F2-01A-11R-A28M-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-QH-A6X8-01A-12R-A32Q-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-S9-A6U2-01A-21R-A33Z-07
4	0	0.974540272698922	k_5	LGG	TCGA-DU-A76R-01A-11R-A32Q-07
4	0	0.974540272698922	k_5	LGG	TCGA-TM-A7C5-01A-11R-A32Q-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-FG-7634-01A-11R-2090-07
2	0.379023395071198	0.594164632431911	k_5	LGG	TCGA-HT-A74K-01A-11R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-HT-7467-01A-11R-2027-07
1	0	0.982794888685425	k_5	LGG	TCGA-TM-A84R-01A-21R-A36H-07
2	0.0195590433802806	0.959517571443808	k_5	LGG	TCGA-FG-A4MX-01A-11R-A26U-07
2	0.0126894764354671	0.961267509676445	k_5	LGG	TCGA-FG-6690-01A-11R-1896-07
5	0.0963526299243197	0.860100332026168	k_5	LGG	TCGA-DU-7304-01A-12R-2090-07
2	0.222983919211495	0.85057806742964	k_5	LGG	TCGA-FG-A70Y-01A-12R-A34R-07
5	0.0901063552871572	0.864467112454468	k_5	LGG	TCGA-S9-A6U6-01A-12R-A33Z-07
2	0	0.962368260227689	k_5	LGG	TCGA-E1-5322-01A-01R-1470-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-KT-A74X-01A-11R-A32Q-07
1	0	0.982794888685425	k_5	LGG	TCGA-FG-7643-01A-11R-2090-07
3	0.188011705744541	0.89651489823401	k_5	LGG	TCGA-HW-A5KM-01A-11R-A27Q-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-7290-01A-11R-2027-07
3	0.06803335010567	0.970840951454199	k_5	LGG	TCGA-FG-5963-01A-11R-1708-07
5	0.429899565469202	0.0934524183740661	k_5	LGG	TCGA-HT-7476-01A-11R-2027-07
3	0	0.977561330359032	k_5	LGG	TCGA-DU-7012-01A-11R-2027-07
2	0	0.962368260227689	k_5	LGG	TCGA-DH-A7UU-01A-12R-A34F-07
3	0.00491305383770488	0.977396248139264	k_5	LGG	TCGA-DU-6402-01A-11R-1708-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-DH-A7US-01A-11R-A33Z-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-HT-A74L-01A-11R-A32Q-07
4	0.0126894764354671	0.974191626025402	k_5	LGG	TCGA-HT-7692-01A-12R-2256-07
4	0	0.974540272698922	k_5	LGG	TCGA-DU-A7T6-01A-11R-A33Z-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-HT-7902-01A-12R-2403-07
5	0.118963465231957	0.869331080342574	k_5	LGG	TCGA-S9-A6U5-01A-12R-A33Z-07
5	0.0901063552871572	0.871274215586049	k_5	LGG	TCGA-DU-6542-01A-11R-1896-07
4	0.226742399960106	0.845096763143783	k_5	LGG	TCGA-S9-A6TW-01A-12R-A32Q-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-QH-A870-01A-11R-A36H-07
3	0	0.982148308637773	k_4	LGG	TCGA-CS-6186-01A-12R-2027-07
1	0	0.99290285100176	k_4	LGG	TCGA-HT-8010-01A-11R-2403-07
4	0.0591750057041375	0.975251290933314	k_4	LGG	TCGA-DU-8168-01A-11R-2256-07
1	0	0.99290285100176	k_4	LGG	TCGA-HT-7603-01A-21R-2090-07
1	0	0.99290285100176	k_4	LGG	TCGA-P5-A5F4-01A-11R-A28M-07
2	0.0264575401724238	0.973913493077743	k_4	LGG	TCGA-QH-A65X-01A-11R-A32Q-07
2	0.0104070356677505	0.972384389221048	k_4	LGG	TCGA-HW-8321-01A-11R-2404-07
2	0.0591750057041375	0.966007544420178	k_4	LGG	TCGA-TM-A84B-01A-11R-A36H-07
2	0.00570387886873057	0.972595345815526	k_4	LGG	TCGA-HT-A614-01A-11R-A29R-07
2	0.274570768147366	0.851282239104971	k_4	LGG	TCGA-S9-A7IX-01A-12R-A34F-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-CS-5394-01A-01R-1470-07
1	0	0.99290285100176	k_4	LGG	TCGA-FG-8189-01B-11R-A28M-07
1	0	0.99290285100176	k_4	LGG	TCGA-WY-A859-01A-12R-A36H-07
1	0	0.99290285100176	k_4	LGG	TCGA-S9-A6WI-01A-21R-A33Z-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-S9-A6WP-01A-12R-A34F-07
2	0.076263664254391	0.961990441879246	k_4	LGG	TCGA-DU-6404-01A-11R-1708-07
1	0	0.99290285100176	k_4	LGG	TCGA-FG-8181-01A-11R-2256-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-FG-7637-01A-11R-2090-07
3	0	0.982148308637773	k_4	LGG	TCGA-HT-8563-01A-11R-2404-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-S9-A7R3-01A-11R-A34R-07
2	0.415619877087573	0.653639010727691	k_4	LGG	TCGA-R8-A6MO-01A-11R-A33Z-07
4	0.0300862210160043	0.983710237748639	k_4	LGG	TCGA-S9-A6WD-01A-12R-A33Z-07
3	0	0.982148308637773	k_4	LGG	TCGA-DU-A7TJ-01A-11R-A34R-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-E1-A7YH-01A-11R-A34F-07
2	0.00570387886873057	0.972595345815526	k_4	LGG	TCGA-CS-4942-01A-01R-1470-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-VV-A829-01A-21R-A36H-07
1	0	0.99290285100176	k_4	LGG	TCGA-HT-7474-01A-11R-2027-07
2	0.109438863269505	0.950983196990114	k_4	LGG	TCGA-DU-7013-01A-11R-2027-07
4	0.0650294230895484	0.979800247000973	k_4	LGG	TCGA-DB-A4XC-01A-11R-A26U-07
1	0	0.99290285100176	k_4	LGG	TCGA-S9-A6WL-01A-21R-A33Z-07
1	0	0.99290285100176	k_4	LGG	TCGA-CS-6669-01A-11R-1896-07
4	0.417833073615926	0.646157219922233	k_4	LGG	TCGA-IK-8125-01A-11R-2256-07
3	0	0.982148308637773	k_4	LGG	TCGA-DU-A76L-01A-11R-A32Q-07
3	0	0.982148308637773	k_4	LGG	TCGA-VM-A8C9-01A-11R-A36H-07
4	0.0561803550496884	0.980977263678879	k_4	LGG	TCGA-RY-A845-01A-11R-A36H-07
2	0.0591750057041375	0.966007544420178	k_4	LGG	TCGA-HT-7684-01A-11R-2256-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-DU-6397-01A-11R-1708-07
4	0.0636562922895507	0.977450596591708	k_4	LGG	TCGA-E1-5307-01A-01R-1896-07
4	0.0452513209202289	0.981543550630777	k_4	LGG	TCGA-TQ-A7RO-01A-11R-A33Z-07
4	0.34112989629802	0.78487166316099	k_4	LGG	TCGA-HT-A5RB-01A-11R-A28M-07
2	0.00570387886873057	0.972595345815526	k_4	LGG	TCGA-FG-A60J-01A-11R-A28M-07
4	0.063067573805097	0.978812291921029	k_4	LGG	TCGA-DB-A4XB-01A-11R-A26U-07
2	0.236078763623334	0.87884493295868	k_4	LGG	TCGA-E1-A7YM-01A-11R-A34F-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-S9-A7J1-01A-21R-A34R-07
4	0.0591750057041375	0.980710060961424	k_4	LGG	TCGA-FG-A710-01A-12R-A33Z-07
2	0.0591750057041375	0.966007544420178	k_4	LGG	TCGA-DB-5273-01A-01R-1470-07
4	0.0500410377188942	0.981911548772382	k_4	LGG	TCGA-DH-A7UR-01A-11R-A33Z-07
2	0.0264575401724238	0.973913493077743	k_4	LGG	TCGA-DB-5274-01A-01R-1470-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-E1-A7Z4-01A-11R-A34R-07
2	0.492702734141299	0.265883420281321	k_4	LGG	TCGA-DB-5275-01A-01R-1470-07
3	0	0.982148308637773	k_4	LGG	TCGA-DU-8165-01A-11R-2256-07
1	0	0.99290285100176	k_4	LGG	TCGA-DU-5849-01A-11R-1708-07
4	0.0561803550496884	0.975601980491245	k_4	LGG	TCGA-DB-A4XH-01A-11R-A27Q-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-WY-A85C-01A-11R-A36H-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-S9-A7QX-01A-11R-A34F-07
1	0.481748371082789	0.353269695814837	k_4	LGG	TCGA-HT-7481-01A-11R-2027-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-TM-A84I-01A-11R-A36H-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-FG-8182-01A-11R-2256-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-FG-A60K-01A-11R-A29R-07
1	0.0393088543501386	0.985474133930508	k_4	LGG	TCGA-DU-A76K-01A-11R-A33Z-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-DU-6393-01A-11R-1708-07
1	0.0393088543501386	0.985474133930508	k_4	LGG	TCGA-FG-6689-01A-11R-1896-07
3	0	0.982148308637773	k_4	LGG	TCGA-P5-A5EU-01A-11R-A27Q-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-S9-A7R4-01A-12R-A34R-07
2	0.0591750057041375	0.966007544420178	k_4	LGG	TCGA-E1-A7YE-01A-11R-A34F-07
2	0.505741881594077	0.434547973651352	k_4	LGG	TCGA-QH-A6XC-01A-12R-A32Q-07
2	0.0621238096640203	0.965362317752835	k_4	LGG	TCGA-HT-7469-01A-11R-2256-07
4	0.0561803550496884	0.980977263678879	k_4	LGG	TCGA-FG-8186-01A-11R-2256-07
3	0	0.982148308637773	k_4	LGG	TCGA-HT-8110-01A-11R-2404-07
1	0	0.99290285100176	k_4	LGG	TCGA-HT-8018-01A-11R-2404-07
1	0	0.99290285100176	k_4	LGG	TCGA-DU-7300-01A-21R-2090-07
1	0	0.99290285100176	k_4	LGG	TCGA-HT-7681-01A-11R-2403-07
4	0.0336107723791534	0.983894938712296	k_4	LGG	TCGA-DU-7294-01A-11R-2027-07
1	0.0104070356677505	0.991303377847687	k_4	LGG	TCGA-DB-5278-01A-01R-1470-07
2	0.0336107723791534	0.974017782949032	k_4	LGG	TCGA-DB-A4XD-01A-11R-A27Q-07
4	0.0561803550496884	0.980977263678879	k_4	LGG	TCGA-HT-A615-01A-11R-A29R-07
3	0	0.982148308637773	k_4	LGG	TCGA-E1-A7YN-01A-11R-A34F-07
3	0	0.982148308637773	k_4	LGG	TCGA-DU-7007-01A-11R-2027-07
3	0	0.982148308637773	k_4	LGG	TCGA-FG-A4MU-01B-11R-A28M-07
2	0.00570387886873057	0.972595345815526	k_4	LGG	TCGA-CS-5395-01A-01R-1470-07
