class	entropy	silhouette	k	cancer	ID
2	0.118844144781443	0.889538479996927	k_4	PRAD	TCGA-MG-AAMC-01A-11R-A41O-07
1	0.0621238096640203	0.939632071633696	k_4	PRAD	TCGA-XK-AAJR-01A-11R-A41O-07
1	0.422868292745711	0.658914317057698	k_4	PRAD	TCGA-XK-AAIR-01A-11R-A41O-07
2	0.444840034216176	0.560504485022231	k_4	PRAD	TCGA-ZG-A9N3-01A-11R-A41O-07
2	0.0264575401724238	0.888680500068009	k_4	PRAD	TCGA-G9-A9S4-01A-11R-A41O-07
1	0.468359405154104	0.514260303691118	k_4	PRAD	TCGA-ZG-A9MC-01A-31R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-ZG-A9L6-01A-11R-A41O-07
2	0.151575795183096	0.880275256558482	k_4	PRAD	TCGA-V1-A9OT-01A-11R-A41O-07
2	0.488511289266387	0.438854721941972	k_4	PRAD	TCGA-V1-A9Z9-01A-21R-A41O-07
1	0.0227073461668971	0.93985641196394	k_4	PRAD	TCGA-V1-A9ZG-01A-11R-A41O-07
1	0.0921302966698276	0.938204327171359	k_4	PRAD	TCGA-2A-AAYU-01A-11R-A41O-07
2	0.0921302966698276	0.891075110321793	k_4	PRAD	TCGA-EJ-AB20-01A-12R-A41O-07
2	0.110289899383951	0.891754577938337	k_4	PRAD	TCGA-V1-A9ZI-01A-11R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-XK-AAJU-01A-11R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-ZG-A9L0-01A-11R-A41O-07
1	0.0370441918436482	0.939413950035056	k_4	PRAD	TCGA-V1-A9Z7-01A-11R-A41O-07
2	0.11182083224224	0.891051773672055	k_4	PRAD	TCGA-ZG-A9LB-01A-11R-A41O-07
2	0.0895581595908259	0.891441364737647	k_4	PRAD	TCGA-VP-AA1N-01A-31R-A41O-07
1	0.0921302966698276	0.938204327171359	k_4	PRAD	TCGA-ZG-A9L5-01A-12R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-V1-A9OH-01A-11R-A41O-07
2	0.403244259646355	0.638486024126759	k_4	PRAD	TCGA-J4-AAU2-01A-11R-A41O-07
1	0.0921302966698276	0.938204327171359	k_4	PRAD	TCGA-ZG-A9LZ-01A-11R-A41O-07
1	0.0264575401724238	0.939730728783058	k_4	PRAD	TCGA-V1-A9ZK-01A-11R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-V1-A9OA-01A-11R-A41O-07
2	0.422868292745711	0.639043019004299	k_4	PRAD	TCGA-V1-A9OY-01A-11R-A41O-07
2	0.11182083224224	0.891051773672055	k_4	PRAD	TCGA-V1-A9OX-01A-11R-A41O-07
2	0.11182083224224	0.891051773672055	k_4	PRAD	TCGA-V1-A9OQ-01A-11R-A41O-07
1	0.0933545669344271	0.938875084941955	k_4	PRAD	TCGA-ZG-A9M4-01A-11R-A41O-07
1	0.0621238096640203	0.93962621543536	k_4	PRAD	TCGA-XK-AAIV-01A-11R-A41O-07
1	0.0952422842994272	0.93823505271029	k_4	PRAD	TCGA-J4-AATZ-01A-11R-A41O-07
3	0.0147320259224611	0.98152779830644	k_4	PRAD	TCGA-YL-A9WX-01A-21R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-ZG-A9L4-01A-11R-A41O-07
1	0.0921302966698276	0.938204327171359	k_4	PRAD	TCGA-ZG-A9L1-01A-11R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07
1	0.0336107723791534	0.939644292974142	k_4	PRAD	TCGA-J4-AATV-01A-11R-A41O-07
2	0.399996841183342	0.674366160033822	k_4	PRAD	TCGA-V1-A9Z8-01A-11R-A41O-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5751-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5768-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5764-01A-21R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5762-01A-11R-1580-07
1	0	0.990139793426123	k_3	PRAD	TCGA-CH-5737-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5766-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5530-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5525-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5511-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5519-01A-01R-1580-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-5521-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5496-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5516-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5745-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5765-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5763-01A-11R-1580-07
3	0.0783915198444809	0.962984409517015	k_3	PRAD	TCGA-CH-5740-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5515-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5499-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5506-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5503-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5792-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5507-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5522-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5743-01A-21R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5748-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5771-01A-21R-1580-07
1	0	0.990139793426123	k_3	PRAD	TCGA-CH-5744-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5508-01A-02R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5497-01A-02R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5750-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5791-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5532-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5510-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5738-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5495-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5505-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5739-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5790-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5752-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5512-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5788-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5772-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5518-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5498-01A-01R-1580-07
1	0	0.990139793426123	k_3	PRAD	TCGA-CH-5741-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5761-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5524-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5789-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5526-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5746-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5769-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5504-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5531-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5527-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5494-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5542-01A-01R-1580-07
1	0.554481482376204	0.569386499141044	k_3	PRAD	TCGA-CH-5794-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5509-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5517-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5502-01A-01R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5514-01A-01R-1580-07
3	0.037964584023048	0.974290556236695	k_3	PRAD	TCGA-CH-5754-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5753-01A-11R-1580-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-5501-01A-01R-1580-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6496-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6385-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6373-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6365-01A-11R-1789-07
3	0	0.981565670537687	k_3	PRAD	TCGA-G9-6364-01A-21R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6363-01A-21R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6332-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6336-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6378-01A-11R-1789-07
3	0	0.981565670537687	k_3	PRAD	TCGA-CH-5767-01A-11R-1789-07
3	0	0.981565670537687	k_3	PRAD	TCGA-G9-6384-01A-11R-1789-07
2	0.201553011925579	0.925174770010018	k_3	PRAD	TCGA-G9-6362-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6348-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6371-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6367-01A-11R-1789-07
3	0	0.981565670537687	k_3	PRAD	TCGA-G9-6370-01A-11R-1789-07
3	0.00719749377809924	0.980613544736108	k_3	PRAD	TCGA-G9-6494-01A-11R-1789-07
1	0.384766393172661	0.807377951894204	k_3	PRAD	TCGA-G9-6356-01A-11R-1789-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6361-01A-21R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6333-01A-12R-1965-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7125-01A-11R-1965-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6338-01A-12R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7080-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6353-01A-11R-1965-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7123-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6342-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6499-01A-12R-1965-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6369-01A-21R-1965-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6343-01A-21R-1965-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7081-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6377-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6351-01A-21R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7077-01A-11R-1965-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7079-01A-11R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6329-01A-13R-1965-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7075-01A-11R-1965-07
3	0	0.981565670537687	k_3	PRAD	TCGA-H9-7775-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7212-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HI-7170-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7314-01A-31R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7327-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7115-01A-11R-2118-07
3	0.315411852291185	0.846330101217648	k_3	PRAD	TCGA-EJ-7328-01A-31R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7789-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7784-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7232-01A-11R-2118-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-7752-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7331-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7821-01A-12R-2118-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HI-7169-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7794-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7747-01A-11R-2118-07
1	0.625806409995219	0.178714204948458	k_3	PRAD	TCGA-HC-7742-01A-11R-2118-07
3	0.620924097627705	0.268476408752143	k_3	PRAD	TCGA-HC-7738-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7791-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HI-7171-01A-12R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7749-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7078-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7209-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7744-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7737-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7211-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7819-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7210-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7230-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-6366-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-FC-7708-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7785-01A-11R-2118-07
3	0.0131322168985264	0.979605889144471	k_3	PRAD	TCGA-HC-7745-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7786-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7820-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HI-7168-01A-11R-2118-07
3	0.132003424544087	0.944202475610794	k_3	PRAD	TCGA-HC-7213-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7792-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7818-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7781-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7315-01A-31R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7233-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7736-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7782-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7740-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7231-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7788-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-7748-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-7317-01A-31R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7783-01A-11R-2118-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7330-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7750-01A-11R-2118-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-7523-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-8266-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-7510-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-7519-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7793-01A-31R-2263-07
1	0.0131322168985264	0.98809558143628	k_3	PRAD	TCGA-HC-8256-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8265-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8258-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-J4-8198-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7321-01A-31R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-7797-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-G9-7522-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8259-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8261-01A-11R-2263-07
1	0.199007288055437	0.926383683933739	k_3	PRAD	TCGA-HC-8257-01A-11R-2263-07
1	0.255963777129881	0.897427089989535	k_3	PRAD	TCGA-HC-8260-01A-11R-2263-07
1	0	0.990139793426123	k_3	PRAD	TCGA-G9-7525-01A-31R-2263-07
3	0.553699376103197	0.569656857051817	k_3	PRAD	TCGA-HC-8262-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-G9-7521-01A-11R-2263-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-8470-01A-11R-2403-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-8469-01A-11R-2403-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-8468-01A-21R-2403-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-8264-01B-11R-2403-07
3	0.319199503989873	0.843622957102663	k_3	PRAD	TCGA-EJ-8474-01A-11R-2403-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-8472-01A-11R-2403-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A46B-01A-31R-A250-07
3	0.109729483721593	0.95249849983506	k_3	PRAD	TCGA-EJ-A46E-01A-31R-A250-07
1	0	0.990139793426123	k_3	PRAD	TCGA-FC-A4JI-01A-11R-A250-07
3	0	0.981565670537687	k_3	PRAD	TCGA-KC-A4BL-01A-31R-A250-07
2	0	0.986514635628662	k_3	PRAD	TCGA-EJ-A46F-01A-31R-A250-07
3	0.271147493463234	0.875478085540219	k_3	PRAD	TCGA-KC-A4BN-01A-61R-A250-07
1	0.0131322168985264	0.98809558143628	k_3	PRAD	TCGA-HC-A48F-01A-11R-A250-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J9-A52C-01A-11R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J9-A52E-01A-11R-A26U-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-A46I-01A-12R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-A4ZV-01A-11R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A46G-01A-31R-A26U-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-A46H-01A-31R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A59Z-01A-12R-A26U-07
3	0	0.981565670537687	k_3	PRAD	TCGA-KC-A4BV-01A-31R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J9-A52B-01A-11R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A59Y-01A-11R-A26U-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-A631-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A65G-01A-21R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A65E-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A5A1-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J9-A52D-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8216-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-7817-01B-11R-A29R-07
2	0	0.986514635628662	k_3	PRAD	TCGA-EJ-A65M-01A-11R-A29R-07
1	0.299883165416962	0.871029939155621	k_3	PRAD	TCGA-FC-7961-01A-11R-A29R-07
3	0	0.981565670537687	k_3	PRAD	TCGA-J4-8200-01A-11R-A29R-07
3	0	0.981565670537687	k_3	PRAD	TCGA-HC-A632-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-HC-8213-01A-11R-A29R-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A59V-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-FC-A5OB-01A-11R-A29R-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A59X-01A-11R-A29R-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67O-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AN-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-FC-A66V-01A-21R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67K-01A-21R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67N-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67S-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AQ-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A6E3-01A-21R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A6E4-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67Q-01A-21R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-EJ-A65D-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-EJ-A65B-01A-12R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67R-01A-21R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AO-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AS-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AL-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67M-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6AP-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-H9-A6BY-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-J4-A67L-01A-11R-A30B-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6498-01A-12R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A6E5-01A-11R-A311-07
3	0	0.981565670537687	k_3	PRAD	TCGA-EJ-A65F-01A-21R-A311-07
1	0.0237370665269117	0.986309438258956	k_3	PRAD	TCGA-G9-6339-01A-12R-A311-07
3	0.00719749377809924	0.980613544736108	k_3	PRAD	TCGA-KK-A6DY-01A-12R-A311-07
3	0	0.981565670537687	k_3	PRAD	TCGA-KK-A6E2-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A6E0-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A6E1-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-H9-A6BX-01A-31R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J4-A67T-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-J4-A6G1-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A6E6-01A-11R-A311-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6354-01A-11R-A311-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A65J-01A-11R-A311-07
3	0	0.981565670537687	k_3	PRAD	TCGA-J4-A6G3-01A-11R-A311-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6HY-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-QU-A6IM-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A6E7-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6379-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A6E8-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-G9-6347-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-QU-A6IL-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-HC-A6HX-01A-11R-A31N-07
1	0	0.990139793426123	k_3	PRAD	TCGA-QU-A6IP-01A-11R-A31N-07
3	0	0.981565670537687	k_3	PRAD	TCGA-J4-A6M7-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-QU-A6IO-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-QU-A6IN-01A-11R-A31N-07
2	0	0.986514635628662	k_3	PRAD	TCGA-FC-A6HD-01A-11R-A31N-07
1	0	0.990139793426123	k_3	PRAD	TCGA-M7-A725-01A-12R-A32O-07
2	0	0.986514635628662	k_3	PRAD	TCGA-M7-A723-01A-12R-A32O-07
1	0	0.990139793426123	k_3	PRAD	TCGA-M7-A720-01A-12R-A32O-07
1	0	0.990139793426123	k_3	PRAD	TCGA-EJ-A6RC-01A-11R-A32O-07
2	0.00719749377809924	0.985568289308316	k_3	PRAD	TCGA-EJ-7312-01B-21R-A32O-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A7B1-01A-11R-A32O-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A7AZ-01A-12R-A32O-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A7B4-01A-11R-A32O-07
1	0	0.990139793426123	k_3	PRAD	TCGA-KK-A7AV-01A-11R-A32O-07
2	0	0.986514635628662	k_3	PRAD	TCGA-KK-A7B0-01A-11R-A32O-07
2	0	0.986514635628662	k_3	PRAD	TCGA-EJ-7325-01B-11R-A32O-07
2	0	0.986514635628662	k_3	PRAD	TCGA-M7-A71Z-01A-12R-A32O-07
