cancer	edges	coefficients	type
KICH	PAX2_CD274	-0.278916571362121	OS
KICH	PBX3_CD274	-0.00581612633619166	OS
KICH	PKNOX2_CD274	0.02421540471325	OS
KICH	PRDM14_CD274	0.111076383891815	OS
KICH	PROX1_CD274	0.183586975139964	OS
KICH	PTF1A_CD274	0.0370903444463784	OS
KICH	RBPJL_CD274	0.00989855548815187	OS
KICH	RFX4_CD274	0.387594096406062	OS
KICH	RORC_CD274	0.210331433668335	OS
KICH	SMAD3_CD274	0.200220245840667	OS
KICH	SMAD4_CD274	0.27785551803491	OS
KICH	SMAD5_CD274	0.442848293922798	OS
KICH	SNAI1_CD274	0.017578336697803	OS
KICH	SNAI2_CD274	0.0156442979125837	OS
KICH	SNAI3_CD274	0.0097715542045021	OS
KICH	SPDEF_CD274	0.00949433737731327	OS
KICH	SREBF2_CD274	-0.0400239101693688	OS
KICH	TEAD4_CD274	0.0290847556634646	OS
KICH	TWIST1_CD274	-0.310626733904639	OS
KICH	ZBTB7C_CD274	-0.00602578873433173	OS
KICH	ZNF140_CD274	-0.256592050898683	OS
KICH	ZNF382_CD274	0.074719290551203	OS
KICH	ZNF574_CD274	-3.93816228216337e-05	OS
KICH	ATF3_CD274	-0.0266375849378785	OS
KICH	ATF6_CD274	-0.0574262372738292	OS
KICH	ATOH7_CD274	-0.0668638661861397	OS
KICH	BHLHA15_CD274	-0.000397731254751777	OS
KICH	BHLHE40_CD274	-0.033420165606958	OS
KICH	BNC2_CD274	-0.00145895286182205	OS
KICH	CREB1_CD274	-0.00296562457041321	OS
KICH	CREB3_CD274	-0.0799697448902991	OS
KICH	CREB3L4_CD274	-0.00512293241718155	OS
KICH	CREB5_CD274	-0.02689883845262	OS
KICH	CREM_CD274	-0.0867324927523183	OS
KICH	E2F2_CD274	0.0364288756550639	OS
KICH	EN2_CD274	-0.0304472172970043	OS
KICH	FIGLA_CD274	0.165851748631137	OS
KICH	FOSL1_CD274	-0.00251363767847021	OS
KICH	GBX1_CD274	-0.000868028732432221	OS
KICH	GSC2_CD274	-0.0250868297924147	OS
KICH	HIF1A_CD274	0.00217654065776144	OS
KICH	HOXA11_CD274	-0.000125235398314409	OS
KICH	IRF3_CD274	-0.0128128796592486	OS
KICH	IRF4_CD274	-0.00479642159543992	OS
KICH	IRF8_CD274	-0.130565488855821	OS
KICH	IRF9_CD274	-0.222078935830546	OS
KICH	LHX2_CD274	-0.00754533933393119	OS
KICH	MLX_CD274	-0.0212244252722058	OS
KICH	MLXIPL_CD274	-0.00977220425081507	OS
KICH	MTF1_CD274	-0.234386807846031	OS
KICH	MYF5_CD274	-0.0373966027092214	OS
KICH	NEUROD1_CD274	-0.0281132546539905	OS
KICH	NEUROG1_CD274	-0.097320085267342	OS
KICH	NFYC_CD274	0.0710757039663608	OS
KICH	NKX2-2_CD274	-0.0310921095685644	OS
KICH	NR2E3_CD274	0.0697318613787877	OS
KICH	NR3C1_CD274	-0.000251714843305449	OS
KICH	NR3C2_CD274	-0.0846356240823337	OS
KICH	OSR2_CD274	0.0501684406695935	OS
KICH	OTX1_CD274	-0.0725811559339797	OS
KICH	PAX2_CD274	-0.295474320018853	OS
KICH	PBX3_CD274	-0.00160895430156914	OS
KICH	PKNOX2_CD274	0.0457311298084467	OS
KICH	PRDM14_CD274	0.127650868407743	OS
KICH	PROX1_CD274	0.194302727093121	OS
KICH	PTF1A_CD274	0.039905567512171	OS
KICH	RBPJL_CD274	0.0117747445969422	OS
KICH	RFX4_CD274	0.417769604705127	OS
KICH	RORC_CD274	0.225805090074188	OS
KICH	SMAD3_CD274	0.22691436567596	OS
KICH	SMAD4_CD274	0.314769798933318	OS
KICH	SMAD5_CD274	0.449566389039107	OS
KICH	SNAI1_CD274	0.0209471881140243	OS
KICH	SNAI2_CD274	0.0177641583372035	OS
KICH	SNAI3_CD274	0.01184188712561	OS
KICH	SPDEF_CD274	0.0335108266360384	OS
KICH	SREBF2_CD274	-0.0405414376069814	OS
KICH	TEAD4_CD274	0.0391923343848582	OS
KICH	TWIST1_CD274	-0.314715140497455	OS
KICH	ZBTB7C_CD274	-0.0011289327644611	OS
KICH	ZNF140_CD274	-0.289090970689171	OS
KICH	ZNF382_CD274	0.0902461350378607	OS
KICH	ZNF574_CD274	-1.28315444086451e-05	OS
KICH	ATF6_CD274	-0.0798770092168568	OS
KICH	ATOH7_CD274	-0.02574325341294	OS
KICH	BHLHE40_CD274	-0.0280234947993163	OS
KICH	CREB3_CD274	-0.0704751641564476	OS
KICH	CREB3L4_CD274	-0.0125100550432057	OS
KICH	CREM_CD274	-0.0522808940490091	OS
KICH	FIGLA_CD274	0.107502947932825	OS
KICH	GSC2_CD274	-0.00121153740526697	OS
KICH	IRF8_CD274	-0.0447570910945776	OS
KICH	IRF9_CD274	-0.141527830004229	OS
KICH	MLX_CD274	-0.0270943135780272	OS
KICH	MLXIPL_CD274	-0.00825536506542086	OS
KICH	MTF1_CD274	-0.114027267885891	OS
KICH	MYF5_CD274	-0.0261043711268621	OS
KICH	NEUROG1_CD274	-0.0734093830291322	OS
KICH	NPAS4_CD274	-0.0235641477266165	OS
KICH	NR2E3_CD274	0.0132431333625863	OS
KICH	NR3C2_CD274	-0.0566501349929255	OS
KICH	OTX1_CD274	-0.0261888673482376	OS
KICH	PAX2_CD274	-0.205442522937956	OS
KICH	PBX3_CD274	-0.0185745004745942	OS
KICH	PRDM14_CD274	0.0285450755088077	OS
KICH	PRDM5_CD274	-0.00566331529262811	OS
KICH	PROX1_CD274	0.110892459326772	OS
KICH	PTF1A_CD274	0.00486108327668115	OS
KICH	RFX4_CD274	0.251944060200432	OS
KICH	RORC_CD274	0.15618467824443	OS
KICH	SMAD3_CD274	0.0984025928586614	OS
KICH	SMAD4_CD274	0.124034030925055	OS
KICH	SMAD5_CD274	0.390828921165439	OS
KICH	SP8_CD274	-0.000130979696247579	OS
KICH	SREBF2_CD274	-0.0466993446257921	OS
KICH	TEAD4_CD274	0.0106778578419697	OS
KICH	TWIST1_CD274	-0.27801696458395	OS
KICH	ZBTB7C_CD274	-0.00390267050814036	OS
KICH	ZNF140_CD274	-0.0970126435914927	OS
KICH	ZNF382_CD274	0.0123510353138223	OS
KICH	ATF3_CD274	-0.0439269878615761	OS
KICH	ATF6_CD274	-0.0372190827156803	OS
KICH	ATOH7_CD274	-0.0715254430805237	OS
KICH	BACH1_CD274	-0.0124616504398832	OS
KICH	BHLHE40_CD274	-0.0333044362347428	OS
KICH	CREB1_CD274	-0.0216233042195037	OS
KICH	CREB3_CD274	-0.0820167065083719	OS
KICH	CREB3L4_CD274	-0.0104638029006227	OS
KICH	CREB5_CD274	-0.0504760979952189	OS
KICH	CREM_CD274	-0.101736886727314	OS
KICH	E2F2_CD274	0.0497518781383846	OS
KICH	E2F8_CD274	0.0134265872992075	OS
KICH	EN2_CD274	-0.0346907616020423	OS
KICH	FIGLA_CD274	0.183121354489124	OS
KICH	FOSL1_CD274	-0.0130014274657132	OS
KICH	GBX1_CD274	-0.000987741514782826	OS
KICH	GSC2_CD274	-0.031530308157335	OS
KICH	HIF1A_CD274	0.0244193962592664	OS
KICH	HNF4A_CD274	0.00783216173813372	OS
KICH	HOXA11_CD274	-0.00764491936777649	OS
KICH	IRF3_CD274	-0.0426244446399179	OS
KICH	IRF4_CD274	-0.0364143532727584	OS
KICH	IRF8_CD274	-0.16060908828933	OS
KICH	IRF9_CD274	-0.252858301137092	OS
KICH	JUND_CD274	-0.00669565463905862	OS
KICH	LHX2_CD274	-0.0163744646105632	OS
KICH	MLX_CD274	-0.0190185477036949	OS
KICH	MLXIPL_CD274	-0.012488520370276	OS
KICH	MTF1_CD274	-0.273928854951237	OS
KICH	MYF5_CD274	-0.0457288308665715	OS
KICH	NEUROD1_CD274	-0.0394003504098798	OS
KICH	NEUROG1_CD274	-0.0970559351775406	OS
KICH	NFYC_CD274	0.095573703538995	OS
KICH	NKX2-2_CD274	-0.0117050287680242	OS
KICH	NR2E3_CD274	0.101488020086272	OS
KICH	NR3C2_CD274	-0.085872686277449	OS
KICH	OSR2_CD274	0.0928210801781231	OS
KICH	OTX1_CD274	-0.0860414526686775	OS
KICH	PAX2_CD274	-0.32375044433702	OS
KICH	PKNOX2_CD274	0.0876926085611099	OS
KICH	PRDM14_CD274	0.168631031672783	OS
KICH	PROX1_CD274	0.217175700694435	OS
KICH	PTF1A_CD274	0.0436930777300616	OS
KICH	RBPJL_CD274	0.01290279098976	OS
KICH	RELB_CD274	-0.0161433719454037	OS
KICH	RFX4_CD274	0.480150671841904	OS
KICH	RORC_CD274	0.259705711722848	OS
KICH	SMAD3_CD274	0.286897506244897	OS
KICH	SMAD4_CD274	0.389187889035629	OS
KICH	SMAD5_CD274	0.460270808719249	OS
KICH	SNAI1_CD274	0.0258897347795955	OS
KICH	SNAI2_CD274	0.0211104915635354	OS
KICH	SNAI3_CD274	0.0150848226103307	OS
KICH	SPDEF_CD274	0.0715974916772241	OS
KICH	SREBF2_CD274	-0.0390061047295985	OS
KICH	TCF4_CD274	0.000346884120829419	OS
KICH	TEAD4_CD274	0.0671268462405966	OS
KICH	TFCP2_CD274	-0.00206740153194245	OS
KICH	TWIST1_CD274	-0.317176457139059	OS
KICH	ZNF140_CD274	-0.349719454390622	OS
KICH	ZNF382_CD274	0.121933745003198	OS
KICH	ZNF574_CD274	-0.00194883329125633	OS
KICH	ZNF75D_CD274	0.0524234192416998	OS
KICH	ATF3_CD274	-0.0266375849378785	OS
KICH	ATF6_CD274	-0.0574262372738292	OS
KICH	ATOH7_CD274	-0.0668638661861397	OS
KICH	BHLHA15_CD274	-0.000397731254751777	OS
KICH	BHLHE40_CD274	-0.033420165606958	OS
KICH	BNC2_CD274	-0.00145895286182205	OS
KICH	CREB1_CD274	-0.00296562457041321	OS
KICH	CREB3_CD274	-0.0799697448902991	OS
KICH	CREB3L4_CD274	-0.00512293241718155	OS
KICH	CREB5_CD274	-0.02689883845262	OS
KICH	CREM_CD274	-0.0867324927523183	OS
KICH	E2F2_CD274	0.0364288756550639	OS
KICH	EN2_CD274	-0.0304472172970043	OS
KICH	FIGLA_CD274	0.165851748631137	OS
KICH	FOSL1_CD274	-0.00251363767847021	OS
KICH	GBX1_CD274	-0.000868028732432221	OS
KICH	GSC2_CD274	-0.0250868297924147	OS
KICH	HIF1A_CD274	0.00217654065776144	OS
KICH	HOXA11_CD274	-0.000125235398314409	OS
KICH	IRF3_CD274	-0.0128128796592486	OS
KICH	IRF4_CD274	-0.00479642159543992	OS
KICH	IRF8_CD274	-0.130565488855821	OS
KICH	IRF9_CD274	-0.222078935830546	OS
KICH	LHX2_CD274	-0.00754533933393119	OS
KICH	MLX_CD274	-0.0212244252722058	OS
KICH	MLXIPL_CD274	-0.00977220425081507	OS
KICH	MTF1_CD274	-0.234386807846031	OS
KICH	MYF5_CD274	-0.0373966027092214	OS
KICH	NEUROD1_CD274	-0.0281132546539905	OS
KICH	NEUROG1_CD274	-0.097320085267342	OS
KICH	NFYC_CD274	0.0710757039663608	OS
KICH	NKX2-2_CD274	-0.0310921095685644	OS
KICH	NR2E3_CD274	0.0697318613787877	OS
KICH	NR3C1_CD274	-0.000251714843305449	OS
KICH	NR3C2_CD274	-0.0846356240823337	OS
KICH	OSR2_CD274	0.0501684406695935	OS
KICH	OTX1_CD274	-0.0725811559339797	OS
KICH	PAX2_CD274	-0.295474320018853	OS
KICH	PBX3_CD274	-0.00160895430156914	OS
KICH	PKNOX2_CD274	0.0457311298084467	OS
KICH	PRDM14_CD274	0.127650868407743	OS
KICH	PROX1_CD274	0.194302727093121	OS
KICH	PTF1A_CD274	0.039905567512171	OS
KICH	RBPJL_CD274	0.0117747445969422	OS
KICH	RFX4_CD274	0.417769604705127	OS
KICH	RORC_CD274	0.225805090074188	OS
KICH	SMAD3_CD274	0.22691436567596	OS
KICH	SMAD4_CD274	0.314769798933318	OS
KICH	SMAD5_CD274	0.449566389039107	OS
KICH	SNAI1_CD274	0.0209471881140243	OS
KICH	SNAI2_CD274	0.0177641583372035	OS
KICH	SNAI3_CD274	0.01184188712561	OS
KICH	SPDEF_CD274	0.0335108266360384	OS
KICH	SREBF2_CD274	-0.0405414376069814	OS
KICH	TEAD4_CD274	0.0391923343848582	OS
KICH	TWIST1_CD274	-0.314715140497455	OS
KICH	ZBTB7C_CD274	-0.0011289327644611	OS
KICH	ZNF140_CD274	-0.289090970689171	OS
KICH	ZNF382_CD274	0.0902461350378607	OS
KICH	ZNF574_CD274	-1.28315444086451e-05	OS
KICH	ATF6_CD274	-0.0613974413249736	OS
KICH	BHLHE40_CD274	-0.0158443754846395	OS
KICH	CREB3_CD274	-0.0632427950551569	OS
KICH	CREB3L4_CD274	-0.0161809222722077	OS
KICH	CREM_CD274	-0.0372006918147203	OS
KICH	FIGLA_CD274	0.0225021140326153	OS
KICH	IRF9_CD274	-0.0880244639107022	OS
KICH	MLX_CD274	-0.0207877764574875	OS
KICH	MLXIPL_CD274	-0.000524364138712657	OS
KICH	MTF1_CD274	-0.0472599975805829	OS
KICH	MYF5_CD274	-0.0274009403536988	OS
KICH	NEUROG1_CD274	-0.0405753643097272	OS
KICH	NPAS4_CD274	-0.0348345643254257	OS
KICH	NR2C2_CD274	-0.00320525782448758	OS
KICH	NR3C2_CD274	-0.0208051077357591	OS
KICH	PAX2_CD274	-0.159776944590857	OS
KICH	PBX3_CD274	-0.0246055770189176	OS
KICH	PROX1_CD274	0.052591981459983	OS
KICH	RFX4_CD274	0.14188464463097	OS
KICH	RORC_CD274	0.115661076062579	OS
KICH	SMAD3_CD274	0.0262857988236406	OS
KICH	SMAD4_CD274	0.0110747542991317	OS
KICH	SMAD5_CD274	0.327824009464775	OS
KICH	SP8_CD274	-0.00747543404449987	OS
KICH	SREBF2_CD274	-0.0439738374954573	OS
KICH	TWIST1_CD274	-0.214547679337545	OS
KICH	ATF6_CD274	-0.0694751607758352	OS
KICH	BHLHE40_CD274	-0.0194470829379275	OS
KICH	CREB3_CD274	-0.0659611127341396	OS
KICH	CREB3L4_CD274	-0.0153272009781198	OS
KICH	CREM_CD274	-0.0409870212060381	OS
KICH	FIGLA_CD274	0.0523495615484701	OS
KICH	IRF9_CD274	-0.107917961683977	OS
KICH	MLX_CD274	-0.0245444236763112	OS
KICH	MLXIPL_CD274	-0.00383036703652822	OS
KICH	MTF1_CD274	-0.0665477495818885	OS
KICH	MYF5_CD274	-0.0258283520142242	OS
KICH	NEUROG1_CD274	-0.0521355952940753	OS
KICH	NPAS4_CD274	-0.0334058875450952	OS
KICH	NR3C2_CD274	-0.0325369324148746	OS
KICH	OTX1_CD274	-0.00069318703402105	OS
KICH	PAX2_CD274	-0.172690351236074	OS
KICH	PBX3_CD274	-0.0229946706777575	OS
KICH	PROX1_CD274	0.0660180908399147	OS
KICH	RFX4_CD274	0.174165379361354	OS
KICH	RORC_CD274	0.128694568533312	OS
KICH	SMAD3_CD274	0.0465442832229101	OS
KICH	SMAD4_CD274	0.0410704815544282	OS
KICH	SMAD5_CD274	0.34712622105474	OS
KICH	SP8_CD274	-0.00618113726361165	OS
KICH	SREBF2_CD274	-0.0457905853079072	OS
KICH	TEAD4_CD274	0.0014463488731271	OS
KICH	TWIST1_CD274	-0.23755286269492	OS
KICH	ATF3_CD274	-0.00101804829741437	OS
KICH	ATF6_CD274	-0.0790411320052909	OS
KICH	ATOH7_CD274	-0.0400619596124796	OS
KICH	BHLHA15_CD274	-0.00165813737204183	OS
KICH	BHLHE40_CD274	-0.030647989439934	OS
KICH	CREB3_CD274	-0.0735486991232874	OS
KICH	CREB3L4_CD274	-0.00958377868296897	OS
KICH	CREM_CD274	-0.0617776688237422	OS
KICH	EN2_CD274	-0.00899255764566236	OS
KICH	FIGLA_CD274	0.128377613868456	OS
KICH	GSC2_CD274	-0.00767953282851047	OS
KICH	IRF8_CD274	-0.0676335386835037	OS
KICH	IRF9_CD274	-0.161486387896262	OS
KICH	MLX_CD274	-0.0261809090075188	OS
KICH	MLXIPL_CD274	-0.00891962456446743	OS
KICH	MTF1_CD274	-0.147375009239634	OS
KICH	MYF5_CD274	-0.0273730915356444	OS
KICH	NEUROD1_CD274	-0.00554714090168777	OS
KICH	NEUROG1_CD274	-0.0824519404042934	OS
KICH	NFYC_CD274	0.0105931182418094	OS
KICH	NKX2-2_CD274	-0.0182072979961897	OS
KICH	NPAS4_CD274	-0.0140084599703413	OS
KICH	NR2E3_CD274	0.0262010778487479	OS
KICH	NR3C2_CD274	-0.0664040639371847	OS
KICH	OTX1_CD274	-0.0383658343496149	OS
KICH	PAX2_CD274	-0.228647376426265	OS
KICH	PBX3_CD274	-0.0148983547442643	OS
KICH	PRDM14_CD274	0.0597062402916894	OS
KICH	PRDM5_CD274	-0.00473912293781948	OS
KICH	PROX1_CD274	0.137139067052582	OS
KICH	PTF1A_CD274	0.0204381977301655	OS
KICH	RFX4_CD274	0.296797730289243	OS
KICH	RORC_CD274	0.173009303727722	OS
KICH	SMAD3_CD274	0.130178923196255	OS
KICH	SMAD4_CD274	0.173616797065387	OS
KICH	SMAD5_CD274	0.411292648536459	OS
KICH	SNAI1_CD274	0.00245788967308679	OS
KICH	SNAI2_CD274	0.00537282557843864	OS
KICH	SREBF2_CD274	-0.0447774901757749	OS
KICH	TEAD4_CD274	0.0154549685521326	OS
KICH	TWIST1_CD274	-0.292807843155558	OS
KICH	ZBTB7C_CD274	-0.00801687563567638	OS
KICH	ZNF140_CD274	-0.153347010451503	OS
KICH	ZNF382_CD274	0.0328731912038285	OS
KICH	ATF6_CD274	-0.0371889393698568	OS
KICH	BHLHE40_CD274	-0.00601138146894005	OS
KICH	CREB3_CD274	-0.0544824739619497	OS
KICH	CREB3L4_CD274	-0.0130030167719855	OS
KICH	CREM_CD274	-0.0313481970332109	OS
KICH	IRF9_CD274	-0.050624841853072	OS
KICH	MLX_CD274	-0.0080163198179332	OS
KICH	MTF1_CD274	-0.0263796797314783	OS
KICH	MYF5_CD274	-0.0346505277327286	OS
KICH	NEUROG1_CD274	-0.0186423574103395	OS
KICH	NPAS4_CD274	-0.0308057990811954	OS
KICH	NR2C2_CD274	-0.0104898431547871	OS
KICH	PAX2_CD274	-0.134930649864049	OS
KICH	PBX3_CD274	-0.0300377261886282	OS
KICH	PROX1_CD274	0.030576061128799	OS
KICH	RFX4_CD274	0.0785935154768951	OS
KICH	RORC_CD274	0.0815335419267404	OS
KICH	SMAD5_CD274	0.284469293003259	OS
KICH	SP8_CD274	-0.00603995652211171	OS
KICH	SREBF2_CD274	-0.0368277961392661	OS
KICH	THRB_CD274	-0.000332175739938759	OS
KICH	TWIST1_CD274	-0.167091960086538	OS
KICH	ATF3_CD274	-0.0190612121188676	OS
KICH	ATF6_CD274	-0.0657246062497923	OS
KICH	ATOH7_CD274	-0.062334524224168	OS
KICH	BHLHA15_CD274	-0.00278974342508663	OS
KICH	BHLHE40_CD274	-0.032942633425254	OS
KICH	BNC2_CD274	-0.00129793223950431	OS
KICH	CREB3_CD274	-0.0782961296551035	OS
KICH	CREB3L4_CD274	-0.00454050634949872	OS
KICH	CREB5_CD274	-0.0151988730151024	OS
KICH	CREM_CD274	-0.0799331679424786	OS
KICH	E2F2_CD274	0.0267652558744637	OS
KICH	EN2_CD274	-0.0266267940707193	OS
KICH	FIGLA_CD274	0.156463742018141	OS
KICH	GSC2_CD274	-0.0209849325792439	OS
KICH	IRF8_CD274	-0.115686721108902	OS
KICH	IRF9_CD274	-0.206310448772778	OS
KICH	LHX2_CD274	-0.00184550188680643	OS
KICH	MLX_CD274	-0.0216844847794781	OS
KICH	MLXIPL_CD274	-0.00857485197042881	OS
KICH	MTF1_CD274	-0.21561742421725	OS
KICH	MYF5_CD274	-0.0337755719655888	OS
KICH	NEUROD1_CD274	-0.0228605255281782	OS
KICH	NEUROG1_CD274	-0.09530128291304	OS
KICH	NFYC_CD274	0.0572535026690583	OS
KICH	NKX2-2_CD274	-0.0333453611283634	OS
KICH	NR2E3_CD274	0.0561904707874978	OS
KICH	NR3C1_CD274	-0.000150211313473448	OS
KICH	NR3C2_CD274	-0.0813443285843457	OS
KICH	OSR2_CD274	0.0285749833370095	OS
KICH	OTX1_CD274	-0.0642070260044432	OS
KICH	PAX2_CD274	-0.278916571362121	OS
KICH	PBX3_CD274	-0.00581612633619166	OS
KICH	PKNOX2_CD274	0.02421540471325	OS
KICH	PRDM14_CD274	0.111076383891815	OS
KICH	PROX1_CD274	0.183586975139964	OS
KICH	PTF1A_CD274	0.0370903444463784	OS
KICH	RBPJL_CD274	0.00989855548815187	OS
KICH	RFX4_CD274	0.387594096406062	OS
KICH	RORC_CD274	0.210331433668335	OS
KICH	SMAD3_CD274	0.200220245840667	OS
KICH	SMAD4_CD274	0.27785551803491	OS
KICH	SMAD5_CD274	0.442848293922798	OS
KICH	SNAI1_CD274	0.017578336697803	OS
KICH	SNAI2_CD274	0.0156442979125837	OS
KICH	SNAI3_CD274	0.0097715542045021	OS
KICH	SPDEF_CD274	0.00949433737731327	OS
KICH	SREBF2_CD274	-0.0400239101693688	OS
KICH	TEAD4_CD274	0.0290847556634646	OS
KICH	TWIST1_CD274	-0.310626733904639	OS
KICH	ZBTB7C_CD274	-0.00602578873433173	OS
KICH	ZNF140_CD274	-0.256592050898683	OS
KICH	ZNF382_CD274	0.074719290551203	OS
KICH	ZNF574_CD274	-3.93816228216337e-05	OS
KICH	ATF6_CD274	-0.0757141735979903	OS
KICH	ATOH7_CD274	-0.00691193758266323	OS
KICH	BHLHE40_CD274	-0.0229362780803851	OS
KICH	CREB3_CD274	-0.0680092771977591	OS
KICH	CREB3L4_CD274	-0.0148665586876592	OS
KICH	CREM_CD274	-0.0451855807414366	OS
KICH	FIGLA_CD274	0.0775948916314143	OS
KICH	IRF8_CD274	-0.0135331428450479	OS
KICH	IRF9_CD274	-0.122377657154457	OS
KICH	MLX_CD274	-0.0259867139510165	OS
KICH	MLXIPL_CD274	-0.00577582694184491	OS
KICH	MTF1_CD274	-0.0839982921444419	OS
KICH	MYF5_CD274	-0.025376498537231	OS
KICH	NEUROG1_CD274	-0.0607532301898506	OS
KICH	NPAS4_CD274	-0.0303694547632524	OS
KICH	NR3C2_CD274	-0.0420571753955956	OS
KICH	OTX1_CD274	-0.0106322351298795	OS
KICH	PAX2_CD274	-0.184860924727332	OS
KICH	PBX3_CD274	-0.0217966703115314	OS
KICH	PRDM5_CD274	-0.00137706745336627	OS
KICH	PROX1_CD274	0.0838109795967261	OS
KICH	RFX4_CD274	0.207119103658345	OS
KICH	RORC_CD274	0.1410187412067	OS
KICH	SMAD3_CD274	0.0684935604030076	OS
KICH	SMAD4_CD274	0.0741603634296678	OS
KICH	SMAD5_CD274	0.366173005470129	OS
KICH	SP8_CD274	-0.0047669988005423	OS
KICH	SREBF2_CD274	-0.0465008731826142	OS
KICH	TEAD4_CD274	0.00727320482823477	OS
KICH	TWIST1_CD274	-0.255583357412624	OS
KICH	ZNF140_CD274	-0.038282160051846	OS
KICH	ATF2_CD274	-0.0333903037808378	OS
KICH	ATF3_CD274	-0.0766966016439031	OS
KICH	ATOH7_CD274	-0.06524742748396	OS
KICH	BACH1_CD274	-0.0411450299069178	OS
KICH	BHLHE40_CD274	-0.0259374948539028	OS
KICH	BHLHE41_CD274	-0.00335181316931515	OS
KICH	CREB1_CD274	-0.0494556357786868	OS
KICH	CREB3_CD274	-0.0888729245790993	OS
KICH	CREB3L1_CD274	0.0133188192258339	OS
KICH	CREB3L4_CD274	-0.0282295265682287	OS
KICH	CREB5_CD274	-0.0907164838040828	OS
KICH	CREM_CD274	-0.12916595610627	OS
KICH	CRX_CD274	-0.0187704316442384	OS
KICH	DLX4_CD274	-0.00361622812197577	OS
KICH	E2F2_CD274	0.0665635570451962	OS
KICH	E2F8_CD274	0.0180821519506404	OS
KICH	EN2_CD274	-0.0385070097408397	OS
KICH	FIGLA_CD274	0.205634219740751	OS
KICH	FOSL1_CD274	-0.0304787591804568	OS
KICH	GMEB2_CD274	-0.00724635250018179	OS
KICH	GSC2_CD274	-0.041682909110293	OS
KICH	HIF1A_CD274	0.0624757076941912	OS
KICH	HNF4A_CD274	0.0880987362432217	OS
KICH	HOXA11_CD274	-0.020164707752064	OS
KICH	HSF4_CD274	-0.0182233457822902	OS
KICH	IRF3_CD274	-0.0991784144158257	OS
KICH	IRF4_CD274	-0.111443828518259	OS
KICH	IRF8_CD274	-0.229530610899868	OS
KICH	IRF9_CD274	-0.315992541081409	OS
KICH	JUN_CD274	-0.0209718214379704	OS
KICH	JUND_CD274	-0.0552325871027524	OS
KICH	LHX2_CD274	-0.0291659726208202	OS
KICH	MLX_CD274	-0.00889948951430525	OS
KICH	MLXIPL_CD274	-0.0166431072971436	OS
KICH	MTF1_CD274	-0.364778884127919	OS
KICH	MYF5_CD274	-0.0723011908385569	OS
KICH	NEUROD1_CD274	-0.0704271124953306	OS
KICH	NEUROG1_CD274	-0.0835500473364353	OS
KICH	NFIX_CD274	0.057465708730179	OS
KICH	NFYA_CD274	0.0189758561725788	OS
KICH	NFYC_CD274	0.140078388440875	OS
KICH	NR2C2_CD274	-0.00262322195926878	OS
KICH	NR2E3_CD274	0.175859831215379	OS
KICH	NR3C2_CD274	-0.0830779217094922	OS
KICH	OSR2_CD274	0.176047860328553	OS
KICH	OTX1_CD274	-0.103280435169413	OS
KICH	OVOL1_CD274	0.0458283461473954	OS
KICH	PAX1_CD274	-0.0214097188261524	OS
KICH	PAX2_CD274	-0.366186369890594	OS
KICH	PBX3_CD274	-0.0167409586929617	OS
KICH	PKNOX2_CD274	0.166609134777084	OS
KICH	PRDM14_CD274	0.241147578114213	OS
KICH	PRDM5_CD274	-0.00900699160689386	OS
KICH	PROX1_CD274	0.259412178169312	OS
KICH	PTF1A_CD274	0.038648081325693	OS
KICH	RBPJL_CD274	0.00603360518626955	OS
KICH	RELB_CD274	-0.053436337798934	OS
KICH	RFX4_CD274	0.623725135132289	OS
KICH	RORC_CD274	0.33226223740894	OS
KICH	SMAD3_CD274	0.438719708518929	OS
KICH	SMAD4_CD274	0.536772833677358	OS
KICH	SMAD5_CD274	0.485652480345107	OS
KICH	SNAI1_CD274	0.0256008110426806	OS
KICH	SNAI2_CD274	0.0209334353450206	OS
KICH	SNAI3_CD274	0.0143822082358826	OS
KICH	SPDEF_CD274	0.140385669680679	OS
KICH	SREBF2_CD274	-0.0294887548989779	OS
KICH	SRF_CD274	-0.0119677662505901	OS
KICH	TCF4_CD274	0.0200935553055735	OS
KICH	TEAD4_CD274	0.143995782733098	OS
KICH	TFCP2_CD274	-0.0119504889533464	OS
KICH	TWIST1_CD274	-0.305646308574064	OS
KICH	ZBED2_CD274	-0.0626281124095835	OS
KICH	ZNF140_CD274	-0.456563178442965	OS
KICH	ZNF16_CD274	-0.000818850284128095	OS
KICH	ZNF382_CD274	0.199831328765491	OS
KICH	ZNF449_CD274	0.0407120591533477	OS
KICH	ZNF574_CD274	-0.0115431632203135	OS
KICH	ZNF75D_CD274	0.190599765969893	OS
KICH	ATF3_CD274	-0.00385399250625209	OS
KICH	ATF6_CD274	-0.077808366539564	OS
KICH	ATOH7_CD274	-0.0442545389012348	OS
KICH	BHLHA15_CD274	-0.00230183373204019	OS
KICH	BHLHE40_CD274	-0.0314096155827165	OS
KICH	CREB3_CD274	-0.0746408734693643	OS
KICH	CREB3L4_CD274	-0.00860579044778687	OS
KICH	CREM_CD274	-0.0649727500033004	OS
KICH	EN2_CD274	-0.0121397557454692	OS
KICH	FIGLA_CD274	0.133514444393677	OS
KICH	GSC2_CD274	-0.00984140383269123	OS
KICH	IRF8_CD274	-0.074808228476032	OS
KICH	IRF9_CD274	-0.168218939486755	OS
KICH	MLX_CD274	-0.0255879933594722	OS
